topic,issue_url
-1,https://github.com/hummingbot/hummingbot/issues/5273
-1,https://github.com/flowable/flowable-engine/issues/3536
-1,https://github.com/flowable/flowable-engine/issues/1939
-1,https://github.com/elastic/elasticsearch/issues/126156
-1,https://github.com/DSpace/DSpace/issues/3110
-1,https://github.com/DSpace/DSpace/issues/3185
-1,https://github.com/containers/podman/issues/24152
-1,https://github.com/containers/podman/issues/16150
-1,https://github.com/containers/podman/issues/22986
-1,https://github.com/getredash/redash/issues/1842
-1,https://github.com/DSpace/DSpace/issues/10053
-1,https://github.com/containers/podman/issues/18041
-1,https://github.com/containers/podman/issues/13831
-1,https://github.com/DSpace/DSpace/issues/2962
-1,https://github.com/localsend/localsend/issues/1777
-1,https://github.com/enviroCar/enviroCar-server/issues/178
-1,https://github.com/containers/podman/issues/22989
-1,https://github.com/ansible/awx/issues/4943
-1,https://github.com/containers/podman/issues/19159
-1,https://github.com/ansible/awx/issues/4492
-1,https://github.com/nocodb/nocodb/issues/985
-1,https://github.com/containers/podman/issues/18597
-1,https://github.com/nocodb/nocodb/issues/288
-1,https://github.com/nocodb/nocodb/issues/11
-1,https://github.com/vercel/vercel/issues/7283
-1,https://github.com/vercel/vercel/issues/3539
-1,https://github.com/ansible/awx/issues/9441
-1,https://github.com/containers/podman/issues/19280
-1,https://github.com/corona-warn-app/cwa-verification-server/issues/55
-1,https://github.com/confluentinc/kafka-rest/issues/118
-1,https://github.com/strapdata/elassandra/issues/68
-1,https://github.com/strapdata/elassandra/issues/295
-1,https://github.com/bbernhard/signal-cli-rest-api/issues/175
-1,https://github.com/bbernhard/signal-cli-rest-api/issues/654
-1,https://github.com/mastodon/mastodon/issues/28381
-1,https://github.com/mastodon/mastodon/issues/30103
-1,https://github.com/mastodon/mastodon/issues/33742
-1,https://github.com/mastodon/mastodon/issues/27305
-1,https://github.com/louislam/uptime-kuma/issues/1422
-1,https://github.com/bbernhard/signal-cli-rest-api/issues/630
-1,https://github.com/MobSF/Mobile-Security-Framework-MobSF/issues/2424
-1,https://github.com/Netflix/zuul/issues/13
-1,https://github.com/nopSolutions/nopCommerce/issues/7314
-1,https://github.com/bbernhard/signal-cli-rest-api/issues/403
-1,https://github.com/louislam/uptime-kuma/issues/1802
-1,https://github.com/MobSF/Mobile-Security-Framework-MobSF/issues/1197
-1,https://github.com/MobSF/Mobile-Security-Framework-MobSF/issues/2043
-1,https://github.com/louislam/uptime-kuma/issues/3520
-1,https://github.com/bbernhard/signal-cli-rest-api/issues/19
-1,https://github.com/nocodb/nocodb/issues/10608
-1,https://github.com/nocodb/nocodb/issues/1713
-1,https://github.com/ansible/awx/issues/9222
-1,https://github.com/nopSolutions/nopCommerce/issues/7490
-1,https://github.com/bbernhard/signal-cli-rest-api/issues/550
-1,https://github.com/bbernhard/signal-cli-rest-api/issues/103
-1,https://github.com/bbernhard/signal-cli-rest-api/issues/493
-1,https://github.com/nocodb/nocodb/issues/856
-1,https://github.com/nocodb/nocodb/issues/7848
-1,https://github.com/nocodb/nocodb/issues/9055
-1,https://github.com/nocodb/nocodb/issues/1693
-1,https://github.com/nocodb/nocodb/issues/1756
-1,https://github.com/nocodb/nocodb/issues/1722
-1,https://github.com/ansible/awx/issues/5081
-1,https://github.com/ansible/awx/issues/8202
-1,https://github.com/TryGhost/Ghost/issues/15252
-1,https://github.com/TryGhost/Ghost/issues/15931
-1,https://github.com/netbox-community/netbox/issues/18447
-1,https://github.com/TryGhost/Ghost/issues/21123
-1,https://github.com/harness/harness/issues/2525
-1,https://github.com/TryGhost/Ghost/issues/14983
-1,https://github.com/mastodon/mastodon/issues/28539
-1,https://github.com/mastodon/mastodon/issues/33109
-1,https://github.com/MobSF/Mobile-Security-Framework-MobSF/issues/2432
-1,https://github.com/WP-API/WP-API/issues/414
-1,https://github.com/seaweedfs/seaweedfs/issues/1064
-1,https://github.com/seaweedfs/seaweedfs/issues/5155
-1,https://github.com/seaweedfs/seaweedfs/issues/2039
-1,https://github.com/sunscrapers/djoser/issues/413
-1,https://github.com/strapdata/elassandra/issues/70
-1,https://github.com/strapdata/elassandra/issues/163
-1,https://github.com/netbox-community/netbox/issues/18991
-1,https://github.com/harness/harness/issues/2154
-1,https://github.com/TryGhost/Ghost/issues/20133
-1,https://github.com/TryGhost/Ghost/issues/15608
-1,https://github.com/strapi/strapi/issues/21534
-1,https://github.com/OrchardCMS/OrchardCore/issues/9508
-1,https://github.com/OrchardCMS/OrchardCore/issues/11953
-1,https://github.com/strapi/strapi/issues/20509
-1,https://github.com/HTTP-APIs/hydrus/issues/182
-1,https://github.com/HTTP-APIs/hydrus/issues/462
-1,https://github.com/harness/harness/issues/2538
-1,https://github.com/harness/harness/issues/779
-1,https://github.com/makeplane/plane/issues/1998
-1,https://github.com/netbox-community/netbox/issues/18669
-1,https://github.com/netbox-community/netbox/issues/18845
-1,https://github.com/spring-petclinic/spring-petclinic-rest/issues/130
-1,https://github.com/spring-petclinic/spring-petclinic-rest/issues/145
-1,https://github.com/spring-petclinic/spring-petclinic-rest/issues/220
-1,https://github.com/spring-petclinic/spring-petclinic-rest/issues/17
-1,https://github.com/spring-petclinic/spring-petclinic-rest/issues/86
-1,https://github.com/getredash/redash/issues/4893
-1,https://github.com/getredash/redash/issues/2858
-1,https://github.com/getredash/redash/issues/1259
-1,https://github.com/spring-petclinic/spring-petclinic-rest/issues/9
-1,https://github.com/flowable/flowable-engine/issues/1437
-1,https://github.com/flowable/flowable-engine/issues/1511
-1,https://github.com/flowable/flowable-engine/issues/1626
-1,https://github.com/flowable/flowable-engine/issues/510
-1,https://github.com/flowable/flowable-engine/issues/1638
-1,https://github.com/flowable/flowable-engine/issues/268
-1,https://github.com/flowable/flowable-engine/issues/1300
-1,https://github.com/elastic/elasticsearch/issues/126709
-1,https://github.com/flowable/flowable-engine/issues/575
-1,https://github.com/flowable/flowable-engine/issues/280
-1,https://github.com/NatLibFi/Annif/issues/389
-1,https://github.com/netbox-community/netbox/issues/18368
0,https://github.com/containers/podman/issues/25026
0,https://github.com/containers/podman/issues/18424
0,https://github.com/nocodb/nocodb/issues/238
0,https://github.com/containers/podman/issues/15720
0,https://github.com/containers/podman/issues/14208
0,https://github.com/containers/podman/issues/13986
0,https://github.com/containers/podman/issues/21754
0,https://github.com/containers/podman/issues/23981
0,https://github.com/containers/podman/issues/17524
0,https://github.com/containers/podman/issues/14647
0,https://github.com/containers/podman/issues/19368
0,https://github.com/containers/podman/issues/17869
0,https://github.com/strapdata/elassandra/issues/323
0,https://github.com/strapdata/elassandra/issues/346
0,https://github.com/confluentinc/kafka-rest/issues/475
0,https://github.com/containers/podman/issues/20375
0,https://github.com/ansible/awx/issues/4910
0,https://github.com/containers/podman/issues/14291
0,https://github.com/ansible/awx/issues/10681
0,https://github.com/bbernhard/signal-cli-rest-api/issues/135
0,https://github.com/containers/podman/issues/15476
0,https://github.com/containers/podman/issues/22071
0,https://github.com/containers/podman/issues/17778
0,https://github.com/containers/podman/issues/23712
0,https://github.com/containers/podman/issues/15485
0,https://github.com/containers/podman/issues/17763
0,https://github.com/containers/podman/issues/17542
0,https://github.com/containers/podman/issues/18092
0,https://github.com/containers/podman/issues/16856
0,https://github.com/containers/podman/issues/14674
0,https://github.com/containers/podman/issues/17204
0,https://github.com/containers/podman/issues/13824
0,https://github.com/containers/podman/issues/15430
0,https://github.com/containers/podman/issues/14498
0,https://github.com/containers/podman/issues/15828
0,https://github.com/containers/podman/issues/15765
0,https://github.com/containers/podman/issues/25881
0,https://github.com/containers/podman/issues/24632
0,https://github.com/containers/podman/issues/18751
0,https://github.com/containers/podman/issues/20013
0,https://github.com/containers/podman/issues/14676
0,https://github.com/containers/podman/issues/17585
0,https://github.com/containers/podman/issues/17341
0,https://github.com/containers/podman/issues/16857
0,https://github.com/containers/podman/issues/24886
0,https://github.com/makeplane/plane/issues/2322
1,https://github.com/treasure-data/digdag/issues/37
1,https://github.com/ansible/awx/issues/9472
1,https://github.com/ansible/awx/issues/7063
1,https://github.com/ansible/awx/issues/8838
1,https://github.com/ansible/awx/issues/6342
1,https://github.com/ansible/awx/issues/13597
1,https://github.com/ansible/awx/issues/6362
1,https://github.com/ansible/awx/issues/7243
1,https://github.com/ansible/awx/issues/5028
1,https://github.com/ansible/awx/issues/6365
1,https://github.com/ansible/awx/issues/13429
1,https://github.com/ansible/awx/issues/5528
1,https://github.com/ansible/awx/issues/7665
1,https://github.com/ansible/awx/issues/5099
1,https://github.com/ansible/awx/issues/5046
1,https://github.com/ansible/awx/issues/8305
1,https://github.com/ansible/awx/issues/6460
1,https://github.com/ansible/awx/issues/6309
1,https://github.com/ansible/awx/issues/5983
1,https://github.com/ansible/awx/issues/4573
1,https://github.com/ansible/awx/issues/7191
1,https://github.com/ansible/awx/issues/6492
1,https://github.com/ansible/awx/issues/7264
1,https://github.com/ansible/awx/issues/11130
1,https://github.com/ansible/awx/issues/6049
1,https://github.com/ansible/awx/issues/8777
1,https://github.com/ansible/awx/issues/13439
1,https://github.com/ansible/awx/issues/4541
1,https://github.com/ansible/awx/issues/8641
1,https://github.com/ansible/awx/issues/5882
1,https://github.com/ansible/awx/issues/6498
1,https://github.com/ansible/awx/issues/5717
1,https://github.com/ansible/awx/issues/13120
1,https://github.com/ansible/awx/issues/10879
1,https://github.com/nocodb/nocodb/issues/7535
1,https://github.com/ansible/awx/issues/4907
1,https://github.com/ansible/awx/issues/7798
1,https://github.com/ansible/awx/issues/11622
1,https://github.com/ansible/awx/issues/11017
1,https://github.com/ansible/awx/issues/4781
1,https://github.com/ansible/awx/issues/6267
1,https://github.com/ansible/awx/issues/10008
1,https://github.com/ansible/awx/issues/6225
1,https://github.com/ansible/awx/issues/5964
1,https://github.com/ansible/awx/issues/11523
2,https://github.com/encode/apistar/issues/120
2,https://github.com/flowable/flowable-engine/issues/3856
2,https://github.com/TryGhost/Ghost/issues/15007
2,https://github.com/WP-API/WP-API/issues/91
2,https://github.com/WP-API/WP-API/issues/492
2,https://github.com/WP-API/WP-API/issues/2309
2,https://github.com/WP-API/WP-API/issues/1023
2,https://github.com/flowable/flowable-engine/issues/3003
2,https://github.com/OrchardCMS/OrchardCore/issues/5533
2,https://github.com/WP-API/WP-API/issues/164
2,https://github.com/flowable/flowable-engine/issues/1479
2,https://github.com/WP-API/WP-API/issues/2758
2,https://github.com/WP-API/WP-API/issues/1548
2,https://github.com/WP-API/WP-API/issues/862
2,https://github.com/WP-API/WP-API/issues/2616
2,https://github.com/WP-API/WP-API/issues/2587
2,https://github.com/WP-API/WP-API/issues/90
2,https://github.com/WP-API/WP-API/issues/2416
2,https://github.com/kgrzybek/modular-monolith-with-ddd/issues/40
2,https://github.com/DSpace/DSpace/issues/7946
2,https://github.com/DSpace/DSpace/issues/2826
2,https://github.com/flowable/flowable-engine/issues/1915
2,https://github.com/vercel/vercel/issues/2148
2,https://github.com/WP-API/WP-API/issues/2803
2,https://github.com/WP-API/WP-API/issues/166
2,https://github.com/r-spacex/SpaceX-API/issues/856
2,https://github.com/r-spacex/SpaceX-API/issues/858
2,https://github.com/r-spacex/SpaceX-API/issues/398
2,https://github.com/r-spacex/SpaceX-API/issues/36
2,https://github.com/nopSolutions/nopCommerce/issues/183
2,https://github.com/r-spacex/SpaceX-API/issues/408
3,https://github.com/seaweedfs/seaweedfs/issues/6497
3,https://github.com/DSpace/DSpace/issues/8494
3,https://github.com/seaweedfs/seaweedfs/issues/16
3,https://github.com/seaweedfs/seaweedfs/issues/1884
3,https://github.com/seaweedfs/seaweedfs/issues/1436
3,https://github.com/seaweedfs/seaweedfs/issues/1036
3,https://github.com/seaweedfs/seaweedfs/issues/2648
3,https://github.com/seaweedfs/seaweedfs/issues/5864
3,https://github.com/seaweedfs/seaweedfs/issues/6262
3,https://github.com/seaweedfs/seaweedfs/issues/409
3,https://github.com/seaweedfs/seaweedfs/issues/1776
3,https://github.com/seaweedfs/seaweedfs/issues/1838
3,https://github.com/seaweedfs/seaweedfs/issues/37
3,https://github.com/seaweedfs/seaweedfs/issues/913
3,https://github.com/makeplane/plane/issues/1964
3,https://github.com/makeplane/plane/issues/2529
3,https://github.com/TryGhost/Ghost/issues/20634
3,https://github.com/seaweedfs/seaweedfs/issues/543
3,https://github.com/seaweedfs/seaweedfs/issues/5213
3,https://github.com/seaweedfs/seaweedfs/issues/1722
3,https://github.com/seaweedfs/seaweedfs/issues/2371
3,https://github.com/seaweedfs/seaweedfs/issues/4088
3,https://github.com/seaweedfs/seaweedfs/issues/3467
3,https://github.com/seaweedfs/seaweedfs/issues/3476
3,https://github.com/seaweedfs/seaweedfs/issues/93
3,https://github.com/seaweedfs/seaweedfs/issues/1917
3,https://github.com/seaweedfs/seaweedfs/issues/166
3,https://github.com/seaweedfs/seaweedfs/issues/2125
3,https://github.com/seaweedfs/seaweedfs/issues/568
3,https://github.com/seaweedfs/seaweedfs/issues/2434
3,https://github.com/seaweedfs/seaweedfs/issues/4270
4,https://github.com/getredash/redash/issues/275
4,https://github.com/OrchardCMS/OrchardCore/issues/15381
4,https://github.com/ansible/awx/issues/6630
4,https://github.com/ansible/awx/issues/6520
4,https://github.com/nocodb/nocodb/issues/241
4,https://github.com/seaweedfs/seaweedfs/issues/2583
4,https://github.com/treasure-data/digdag/issues/658
4,https://github.com/seaweedfs/seaweedfs/issues/1808
4,https://github.com/sunscrapers/djoser/issues/374
4,https://github.com/harness/harness/issues/525
4,https://github.com/makeplane/plane/issues/2152
4,https://github.com/traefik/traefik/issues/11313
4,https://github.com/harness/harness/issues/557
4,https://github.com/supabase/supabase/issues/26882
4,https://github.com/TryGhost/Ghost/issues/16748
4,https://github.com/HumanSignal/label-studio/issues/3033
4,https://github.com/TryGhost/Ghost/issues/15291
4,https://github.com/TryGhost/Ghost/issues/14508
4,https://github.com/OrchardCMS/OrchardCore/issues/13671
4,https://github.com/strapi/strapi/issues/21450
4,https://github.com/spring-petclinic/spring-petclinic-rest/issues/165
4,https://github.com/getredash/redash/issues/2235
4,https://github.com/DSpace/DSpace/issues/3207
4,https://github.com/DSpace/DSpace/issues/8765
4,https://github.com/DSpace/DSpace/issues/8888
4,https://github.com/vercel/vercel/issues/2606
4,https://github.com/ansible/awx/issues/10383
4,https://github.com/nocodb/nocodb/issues/7241
4,https://github.com/louislam/uptime-kuma/issues/833
5,https://github.com/Dolibarr/dolibarr/issues/23415
5,https://github.com/Dolibarr/dolibarr/issues/23179
5,https://github.com/Dolibarr/dolibarr/issues/29292
5,https://github.com/DSpace/DSpace/issues/7992
5,https://github.com/Dolibarr/dolibarr/issues/33689
5,https://github.com/Dolibarr/dolibarr/issues/23790
5,https://github.com/Dolibarr/dolibarr/issues/26881
5,https://github.com/WP-API/WP-API/issues/1959
5,https://github.com/Dolibarr/dolibarr/issues/32096
5,https://github.com/Dolibarr/dolibarr/issues/33949
5,https://github.com/Dolibarr/dolibarr/issues/29115
5,https://github.com/Dolibarr/dolibarr/issues/24661
5,https://github.com/Dolibarr/dolibarr/issues/31369
5,https://github.com/TryGhost/Ghost/issues/22023
5,https://github.com/Dolibarr/dolibarr/issues/25929
5,https://github.com/Dolibarr/dolibarr/issues/32072
5,https://github.com/Dolibarr/dolibarr/issues/32111
5,https://github.com/Dolibarr/dolibarr/issues/24780
5,https://github.com/Dolibarr/dolibarr/issues/31677
5,https://github.com/Dolibarr/dolibarr/issues/30161
5,https://github.com/Dolibarr/dolibarr/issues/23345
5,https://github.com/Dolibarr/dolibarr/issues/29439
5,https://github.com/Dolibarr/dolibarr/issues/29594
5,https://github.com/Dolibarr/dolibarr/issues/30950
5,https://github.com/Dolibarr/dolibarr/issues/31015
6,https://github.com/harness/harness/issues/512
6,https://github.com/harness/harness/issues/443
6,https://github.com/harness/harness/issues/983
6,https://github.com/harness/harness/issues/495
6,https://github.com/harness/harness/issues/942
6,https://github.com/harness/harness/issues/1086
6,https://github.com/harness/harness/issues/2010
6,https://github.com/harness/harness/issues/2650
6,https://github.com/harness/harness/issues/1775
6,https://github.com/harness/harness/issues/1198
6,https://github.com/harness/harness/issues/1005
6,https://github.com/harness/harness/issues/1280
6,https://github.com/harness/harness/issues/660
6,https://github.com/harness/harness/issues/652
6,https://github.com/harness/harness/issues/637
6,https://github.com/harness/harness/issues/2943
6,https://github.com/harness/harness/issues/3274
6,https://github.com/harness/harness/issues/481
6,https://github.com/harness/harness/issues/738
6,https://github.com/harness/harness/issues/2643
7,https://github.com/bbernhard/signal-cli-rest-api/issues/489
7,https://github.com/bbernhard/signal-cli-rest-api/issues/177
7,https://github.com/DSpace/DSpace/issues/3130
7,https://github.com/bbernhard/signal-cli-rest-api/issues/410
7,https://github.com/bbernhard/signal-cli-rest-api/issues/242
7,https://github.com/bbernhard/signal-cli-rest-api/issues/91
7,https://github.com/bbernhard/signal-cli-rest-api/issues/190
7,https://github.com/bbernhard/signal-cli-rest-api/issues/187
7,https://github.com/bbernhard/signal-cli-rest-api/issues/657
7,https://github.com/flowable/flowable-engine/issues/1878
7,https://github.com/bbernhard/signal-cli-rest-api/issues/236
7,https://github.com/bbernhard/signal-cli-rest-api/issues/412
7,https://github.com/bbernhard/signal-cli-rest-api/issues/466
7,https://github.com/bbernhard/signal-cli-rest-api/issues/369
7,https://github.com/bbernhard/signal-cli-rest-api/issues/387
8,https://github.com/nocodb/nocodb/issues/2776
8,https://github.com/nocodb/nocodb/issues/1129
8,https://github.com/enviroCar/enviroCar-server/issues/60
8,https://github.com/nocodb/nocodb/issues/1981
8,https://github.com/nocodb/nocodb/issues/1662
8,https://github.com/nocodb/nocodb/issues/348
8,https://github.com/nocodb/nocodb/issues/515
8,https://github.com/nocodb/nocodb/issues/641
8,https://github.com/nocodb/nocodb/issues/4704
8,https://github.com/nocodb/nocodb/issues/880
8,https://github.com/nocodb/nocodb/issues/6202
8,https://github.com/nocodb/nocodb/issues/2208
8,https://github.com/nocodb/nocodb/issues/388
8,https://github.com/nocodb/nocodb/issues/297
9,https://github.com/getredash/redash/issues/1439
9,https://github.com/getredash/redash/issues/2856
9,https://github.com/getredash/redash/issues/1447
9,https://github.com/vercel/vercel/issues/5580
9,https://github.com/getredash/redash/issues/1824
9,https://github.com/vercel/vercel/issues/3091
9,https://github.com/encode/apistar/issues/94
9,https://github.com/getredash/redash/issues/785
9,https://github.com/NatLibFi/Annif/issues/208
9,https://github.com/sunscrapers/djoser/issues/323
9,https://github.com/vercel/vercel/issues/9132
9,https://github.com/getredash/redash/issues/4469
10,https://github.com/elastic/elasticsearch/issues/123729
10,https://github.com/HTTP-APIs/hydrus/issues/429
10,https://github.com/elastic/elasticsearch/issues/121913
10,https://github.com/elastic/elasticsearch/issues/123661
10,https://github.com/elastic/elasticsearch/issues/121443
10,https://github.com/k8ssandra/management-api-for-apache-cassandra/issues/18
10,https://github.com/mastodon/mastodon/issues/28233
10,https://github.com/confluentinc/kafka-rest/issues/77
10,https://github.com/strapdata/elassandra/issues/65
10,https://github.com/strapdata/elassandra/issues/282
11,https://github.com/strapi/strapi/issues/20271
11,https://github.com/getredash/redash/issues/2718
11,https://github.com/getredash/redash/issues/3711
11,https://github.com/flowable/flowable-engine/issues/3827
11,https://github.com/nocodb/nocodb/issues/2014
11,https://github.com/nocodb/nocodb/issues/1866
11,https://github.com/nopSolutions/nopCommerce/issues/3376
11,https://github.com/DSpace/DSpace/issues/8732
11,https://github.com/getredash/redash/issues/1979
11,https://github.com/DSpace/DSpace/issues/3184
